Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
2,2,26,1,1,255,4,0,4,2,5,4,5,5,4,2,5,3,5,5,24,19,2
2,1,63,1,1,3490,5,5,5,5,5,5,5,5,5,5,5,4,5,5,0,4,2
2,1,10,2,2,728,3,5,3,4,3,3,3,3,3,3,5,2,5,3,3,18,1
1,1,27,2,2,297,1,3,1,2,2,1,3,2,1,1,4,4,3,2,6,0,1
1,1,41,1,2,605,5,5,5,5,5,5,5,5,3,3,2,2,2,5,7,14,2
2,1,36,2,2,1628,3,4,3,1,4,3,4,4,4,5,5,3,4,4,44,30,1
1,1,70,2,2,762,3,5,3,5,3,5,4,2,2,3,2,3,2,5,66,73,1
2,1,45,2,2,948,1,2,1,3,2,1,2,2,2,4,4,2,3,2,72,77,1
1,1,25,2,2,1521,3,1,3,4,1,3,2,1,2,3,4,4,4,1,44,28,1
2,2,27,1,2,370,2,5,2,4,1,2,1,1,1,3,5,5,5,1,0,0,2
2,2,43,1,2,109,3,4,3,1,3,3,3,3,4,1,4,3,2,3,8,3,2
2,1,46,1,1,2038,1,4,4,4,2,4,4,1,1,1,1,2,1,4,0,0,1
1,1,51,1,1,965,1,1,1,1,2,5,4,5,5,5,5,5,5,4,1,18,1
1,2,21,1,2,479,2,4,2,3,3,2,3,3,1,4,3,1,4,3,22,13,2
2,1,52,1,1,3562,0,0,0,2,2,5,5,5,5,4,4,3,5,5,0,0,2
1,1,22,1,2,221,4,4,4,4,4,4,4,4,2,3,5,3,2,4,0,0,2
1,1,35,2,2,451,2,5,2,3,4,2,4,4,4,3,1,4,3,4,0,0,1
1,2,22,1,2,416,1,2,1,4,1,1,1,1,4,2,4,1,4,1,0,0,1
1,1,46,1,1,1522,2,3,3,3,4,4,3,2,2,2,2,3,2,3,0,5,1
2,1,46,1,1,3824,1,1,1,1,4,5,5,5,5,4,5,4,5,3,0,0,2
1,1,42,1,1,3014,1,3,3,3,1,2,3,2,2,2,1,4,2,1,30,32,1
1,1,8,2,2,143,1,5,1,4,3,1,2,3,2,3,3,3,5,3,0,0,1
1,1,48,1,2,356,5,2,3,2,4,1,5,5,5,5,5,3,5,4,26,18,2
2,1,24,2,2,967,1,4,1,3,2,1,2,2,5,1,1,2,3,2,6,0,1
1,2,15,1,2,562,4,5,4,3,3,4,3,3,4,5,4,1,3,3,0,0,2
2,1,44,1,1,1372,3,3,3,3,5,5,5,3,4,5,4,5,3,5,394,407,2
2,2,27,1,2,501,2,4,2,3,2,2,2,2,1,3,4,4,4,2,9,0,1
2,1,63,2,2,1195,0,5,0,4,3,0,3,3,4,2,3,1,3,3,0,0,2
1,2,23,1,2,2486,3,3,3,3,2,3,2,2,2,2,2,2,3,2,6,1,1
1,1,42,1,1,1431,5,5,4,5,3,4,4,4,4,4,4,5,4,3,17,44,2
1,1,58,1,1,1929,2,5,5,5,1,4,3,2,2,2,2,2,2,4,0,0,1
2,1,33,1,2,214,2,2,2,2,2,2,2,2,2,4,4,2,4,2,168,156,1
2,1,64,2,2,239,3,4,3,4,1,3,1,1,4,5,5,1,4,1,0,0,2
1,1,26,2,2,1325,2,5,2,5,4,2,1,4,4,4,5,3,5,4,0,0,1
1,1,53,1,1,2133,5,5,5,5,4,3,5,5,5,5,5,5,5,4,5,0,2
1,1,28,1,1,236,2,2,2,2,4,4,4,4,5,3,3,3,2,4,0,2,2
1,1,28,1,1,321,5,5,5,5,4,4,4,4,3,3,5,4,5,4,2,0,2
2,1,48,1,1,3567,5,5,5,5,4,4,5,4,4,5,4,4,4,4,0,0,2
2,1,39,1,1,3357,1,1,1,1,4,4,4,4,4,4,4,3,4,4,11,7,2
1,2,24,1,2,363,5,0,5,5,5,5,5,5,4,2,2,5,2,5,0,1,1
2,1,49,1,1,964,1,1,1,1,2,5,5,5,5,5,5,3,5,5,0,0,2
1,1,41,1,1,1947,1,1,1,1,4,3,4,4,4,4,4,3,4,5,0,0,2
1,1,60,2,2,895,0,1,0,3,4,3,4,2,2,0,2,4,2,1,10,2,2
2,1,44,1,1,874,3,2,3,3,4,5,4,5,5,5,5,5,5,5,0,0,2
2,1,58,1,1,1050,5,5,5,5,5,4,5,4,4,4,4,4,4,3,37,25,1
1,1,30,2,3,775,2,2,2,4,5,2,5,5,1,5,4,4,3,5,0,0,1
2,1,21,1,1,690,3,3,3,3,3,3,3,3,1,4,4,2,3,3,0,0,1
2,1,52,2,1,489,3,2,3,4,3,4,3,3,3,3,3,1,3,2,0,6,1
1,1,14,2,2,719,0,5,0,4,1,0,1,1,5,2,5,3,4,1,0,0,2
1,2,24,1,2,139,2,1,2,3,3,2,2,3,4,2,4,3,4,3,79,76,1
1,1,59,2,2,210,4,4,4,3,1,4,4,1,1,4,1,4,1,2,0,0,2
1,2,37,1,2,365,4,4,5,4,5,5,5,1,2,3,3,5,3,5,220,225,1
1,1,39,1,1,3762,3,4,3,4,5,3,2,3,3,3,3,2,3,1,46,44,1
2,1,32,1,1,562,5,5,5,5,4,4,4,4,4,2,2,4,3,4,183,192,2
2,2,41,1,2,301,2,2,2,3,2,2,2,2,4,3,4,4,4,2,38,27,1
2,1,46,1,1,2156,2,2,4,2,3,4,4,5,5,5,5,5,5,3,27,22,2
2,1,24,1,1,677,2,2,2,2,5,5,5,5,3,3,4,4,5,5,0,0,2
2,1,20,2,3,534,4,3,4,2,4,4,4,4,4,3,2,1,3,4,0,0,2
1,2,39,1,1,457,1,1,1,3,1,1,1,1,1,1,3,2,4,1,0,0,1
1,1,53,2,2,495,3,5,3,3,1,4,1,5,5,3,5,3,5,5,15,21,1
2,1,34,1,1,1771,4,4,5,4,5,3,2,3,3,4,3,4,3,1,5,24,2
1,1,43,1,1,3132,4,4,4,4,2,5,5,5,5,5,5,5,5,1,0,2,2
1,1,54,1,2,212,2,3,3,3,1,3,3,2,2,2,2,1,2,4,5,2,1
2,1,49,1,2,119,2,4,4,4,3,2,3,3,5,5,4,1,1,3,0,0,2
1,2,20,1,1,449,1,1,1,4,1,1,1,1,1,3,4,3,4,1,2,9,1
1,1,28,2,2,1091,2,5,2,3,3,2,3,3,3,4,5,3,2,3,0,0,1
1,1,16,2,2,1426,1,2,1,3,5,1,5,5,4,3,2,4,4,5,0,0,1
2,1,57,1,1,214,5,5,5,5,4,5,4,4,4,4,5,3,4,3,0,45,2
1,1,44,2,2,685,3,5,3,4,3,4,5,2,2,3,4,5,2,3,18,23,1
1,1,53,1,1,3009,4,4,4,4,2,1,1,4,4,4,5,1,4,1,0,0,2
2,1,9,1,1,2795,1,4,4,4,1,1,1,1,3,1,3,3,3,1,4,0,1
1,1,37,1,1,277,4,5,5,5,4,2,2,4,4,4,4,3,4,3,24,21,1
1,1,24,2,2,227,2,4,0,2,1,0,1,1,3,3,4,3,4,1,0,0,1
2,2,39,1,1,1624,4,4,4,4,3,4,3,3,3,2,4,5,4,3,0,0,2
2,1,57,1,1,2760,3,4,4,4,2,3,3,1,4,4,3,3,1,3,0,19,1
2,1,36,1,1,429,5,5,5,5,3,1,3,5,5,5,5,5,5,1,0,0,2
1,2,27,1,2,163,1,3,1,4,5,1,5,5,4,1,4,4,4,5,7,9,1
2,1,58,2,2,468,3,3,3,2,2,3,2,2,1,1,2,3,4,2,6,11,1
1,1,46,1,1,888,1,1,1,1,5,4,4,4,4,5,4,3,4,5,10,20,2
1,1,57,1,1,3382,1,1,1,1,4,4,5,4,4,5,5,4,4,3,0,0,2
1,1,57,2,2,425,3,0,3,2,5,4,4,4,4,3,4,5,4,3,0,0,1
1,1,22,2,2,1452,2,3,2,4,3,2,3,3,2,3,4,1,2,3,25,22,1
1,1,29,2,1,604,5,4,5,5,4,5,1,4,5,4,4,4,4,4,0,4,2
2,1,49,1,3,483,4,2,2,2,5,4,5,5,5,1,5,1,4,5,0,0,2
2,2,33,1,2,413,4,3,4,3,5,4,2,5,4,4,1,2,2,5,40,30,1
2,1,36,1,1,1504,1,2,2,2,1,4,3,1,1,1,1,2,1,1,2,0,1
1,1,39,1,2,328,4,2,2,2,4,4,4,4,3,1,3,2,3,4,0,0,1
1,2,20,1,1,1073,5,5,5,4,5,5,5,5,3,2,5,5,5,5,52,29,2
2,1,37,2,2,314,1,4,1,5,4,1,4,4,4,2,4,5,5,4,15,13,1
1,1,23,2,2,261,2,4,2,4,5,2,5,5,1,1,3,4,1,5,0,0,1
2,1,30,1,1,3133,2,2,2,2,4,4,4,4,5,4,2,1,3,4,9,0,2
2,1,42,1,1,2488,2,2,2,2,5,4,5,4,4,4,4,5,4,4,0,0,2
2,1,47,2,2,1464,3,5,3,3,5,3,5,5,3,3,4,5,5,5,0,0,1
2,1,44,2,2,896,1,5,1,4,3,1,3,3,3,5,5,3,5,3,0,0,1
1,1,56,2,2,399,4,4,4,3,5,4,4,1,1,4,1,5,1,5,0,0,1
2,1,70,2,2,1182,5,4,5,1,4,5,4,4,3,4,3,3,4,4,0,0,2
1,1,23,2,2,594,5,4,5,5,4,5,4,4,4,2,3,1,4,4,0,5,2
1,1,33,1,1,1379,3,3,3,3,2,5,5,3,3,4,3,4,3,4,0,8,2
1,1,47,1,1,3724,3,3,3,3,4,4,5,5,5,5,5,4,5,4,11,42,2
1,1,24,1,1,2944,3,3,3,3,4,4,4,4,1,2,4,1,4,4,7,0,2
2,1,38,1,1,3185,5,5,2,5,1,2,2,4,4,4,5,1,4,4,0,0,2
2,1,51,1,1,3529,3,3,3,3,5,5,4,3,3,4,3,3,3,5,0,0,2
1,1,27,2,2,675,5,4,5,3,1,5,1,1,1,5,3,1,4,1,0,0,2
1,1,37,1,3,294,2,4,4,4,2,2,2,2,4,4,3,2,3,2,0,0,1
1,1,46,1,1,1444,2,2,2,2,3,5,5,4,4,4,4,4,4,5,19,14,2
1,2,24,1,2,351,3,0,3,3,5,3,5,5,5,2,4,4,5,5,10,0,1
1,1,31,1,1,2174,3,2,3,3,2,2,2,2,4,3,2,5,3,2,0,0,2
2,1,29,2,3,964,3,4,3,3,2,3,2,2,4,4,4,3,5,2,8,0,1
2,1,38,1,2,280,1,3,3,3,1,1,1,1,3,4,3,4,4,1,16,35,2
1,1,40,1,1,1590,3,3,3,3,2,4,5,4,4,4,4,5,4,4,0,4,2
1,1,31,1,1,2223,5,5,5,5,5,5,5,5,4,4,2,5,1,5,0,0,2
1,1,46,2,3,2556,4,1,4,1,4,2,2,2,2,4,5,1,2,3,0,0,1
2,1,51,2,2,247,3,4,0,2,3,0,3,3,4,5,5,4,5,3,0,0,1
2,1,26,1,1,2595,3,3,3,3,4,4,4,4,5,4,5,3,5,4,5,0,1
1,1,25,1,1,602,2,2,2,2,4,4,4,4,3,4,5,4,5,4,2,0,2
2,1,33,1,1,2669,3,1,4,4,3,3,3,3,2,1,3,1,4,3,0,0,1
1,1,57,1,1,1936,2,2,2,2,1,4,2,5,5,5,4,1,5,4,0,0,2
1,1,15,1,1,647,2,4,4,4,2,2,2,2,3,2,4,1,3,2,17,27,1
2,1,45,1,2,306,5,4,4,4,5,5,5,5,1,5,2,1,2,5,1,0,2
2,2,48,1,1,212,4,4,4,3,4,4,2,4,4,4,4,5,4,4,0,0,1
2,1,36,2,2,644,5,5,5,3,4,5,4,4,3,2,4,5,4,4,22,17,2
1,2,28,1,2,102,4,5,4,5,5,4,5,5,1,3,1,3,4,5,0,0,1
2,2,33,1,1,647,2,2,2,2,5,2,5,5,5,4,5,5,5,5,30,29,1
2,1,23,1,1,331,1,5,5,5,1,1,1,1,1,4,4,1,4,1,91,73,1
1,1,49,1,1,3370,1,1,1,1,5,2,2,1,1,1,1,3,1,2,13,13,1
2,1,28,1,1,1703,5,5,5,5,5,4,5,5,3,5,3,4,4,5,0,0,1
2,1,31,1,1,3204,3,3,3,3,3,3,3,3,3,2,2,2,3,3,0,11,1
1,2,65,1,1,236,3,3,3,3,2,3,2,2,2,4,4,4,3,2,48,38,1
2,1,59,1,1,775,5,5,4,5,5,5,4,5,5,5,5,3,5,4,0,0,2
1,1,9,2,2,872,4,4,3,4,4,3,4,4,2,5,3,4,3,4,16,14,1
2,1,41,1,1,2499,5,5,5,5,3,4,4,4,4,4,4,5,4,3,3,1,2
2,1,60,2,2,192,5,5,5,1,5,5,5,5,3,4,5,3,5,5,0,0,2
2,2,32,1,1,925,3,3,3,4,1,3,2,1,5,2,4,5,5,1,4,16,1
2,1,37,1,2,272,4,3,3,3,4,4,4,4,5,5,2,5,4,4,0,0,1
2,1,58,1,1,1773,1,1,1,1,5,4,4,4,4,4,4,3,4,5,0,0,2
1,1,23,1,1,3076,1,1,1,1,5,5,5,5,4,5,4,5,4,5,0,9,2
2,2,40,1,2,84,3,3,3,2,1,3,1,1,2,4,2,2,3,1,103,103,1
1,2,22,1,2,1041,5,5,5,4,3,5,3,3,5,5,4,3,4,3,0,0,2
1,1,16,2,2,209,4,2,4,4,4,4,4,4,4,1,4,3,3,4,0,0,1
2,1,47,1,1,140,0,4,0,2,3,2,2,4,4,4,4,3,4,1,18,27,2
2,1,41,1,1,2798,3,3,3,3,5,4,5,4,4,4,4,3,4,3,0,0,1
2,1,39,1,1,2697,0,4,0,4,4,5,5,1,1,1,1,3,1,5,0,17,2
2,1,64,1,1,907,1,1,1,1,1,3,3,1,1,1,1,2,1,4,5,0,1
2,1,59,1,1,3862,3,3,3,3,3,4,4,4,4,4,4,4,4,5,0,0,1
1,2,37,1,2,399,1,1,1,3,2,1,2,2,3,1,3,4,3,2,0,3,1
1,1,41,2,2,663,3,5,3,2,3,3,2,3,1,3,2,3,3,3,26,12,1
2,1,41,1,1,2169,3,3,3,3,5,4,5,4,4,4,4,3,4,5,37,30,2
2,1,23,1,1,2442,3,3,3,3,5,4,5,5,4,5,5,4,4,5,0,0,2
1,1,40,1,1,2704,4,4,5,4,4,4,4,4,4,4,4,4,4,4,0,0,2
1,1,46,1,1,3117,1,1,2,1,3,5,4,4,4,4,4,4,4,3,36,48,2
2,1,58,1,1,964,3,3,3,3,5,5,4,1,1,2,1,3,1,4,85,84,2
2,2,21,1,2,594,3,2,3,4,2,3,2,2,3,3,3,2,3,2,1,0,1
1,1,21,2,1,1027,2,5,2,1,5,2,5,5,3,4,5,3,4,5,0,1,1
1,1,24,1,1,361,3,2,2,2,3,3,3,3,4,5,3,1,3,3,0,12,1
1,1,36,1,1,337,5,5,5,5,5,3,3,4,4,4,4,2,4,4,16,23,2
1,2,24,1,2,692,3,2,2,3,4,2,4,4,2,4,4,2,4,4,15,2,1
2,1,30,1,1,1943,2,2,2,2,5,5,5,5,5,3,3,4,3,5,0,5,2
2,1,59,1,1,1670,5,5,5,5,5,4,4,5,5,5,5,5,5,5,0,0,2
1,1,33,1,2,1825,4,4,4,4,4,4,4,4,2,1,5,3,1,4,14,0,2
2,1,57,1,2,605,1,3,3,3,1,1,1,1,4,5,4,3,3,1,21,18,1
2,1,67,2,2,1355,0,2,0,3,2,0,2,2,4,3,3,3,4,2,0,0,2
2,1,44,1,2,689,2,2,2,2,2,2,2,2,4,1,3,4,2,2,0,0,2
2,2,22,1,1,1157,2,4,2,3,4,2,4,4,4,5,3,3,4,4,13,4,1
2,1,65,2,2,1276,2,4,2,5,1,2,1,1,3,5,4,3,4,1,0,1,1
2,1,10,1,1,731,4,4,4,4,5,5,5,5,3,2,5,3,5,5,0,0,2
1,1,63,1,1,337,2,2,2,2,2,4,5,4,4,4,4,3,4,4,0,0,2
1,1,53,2,2,309,2,3,4,3,3,4,4,4,4,4,4,4,4,4,0,0,1
1,1,29,1,1,1357,4,4,4,4,4,4,4,4,4,3,5,3,5,4,3,0,2
2,2,26,1,1,361,3,3,3,1,3,3,1,3,4,3,4,3,2,3,0,0,1
2,1,31,1,1,448,5,5,5,5,2,3,2,2,4,2,5,3,4,2,0,3,2
2,1,55,1,2,964,2,1,3,1,2,2,2,2,2,3,4,1,4,2,0,0,1
2,1,27,1,1,2586,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,0,2
1,1,13,2,2,373,2,1,3,3,5,3,5,5,4,3,2,4,3,5,0,0,1
1,1,34,2,2,338,2,5,2,1,3,2,3,3,4,3,4,4,4,3,0,0,1
1,1,25,1,1,1726,1,4,4,4,1,1,1,1,2,5,3,3,4,1,14,0,1
1,1,55,2,2,364,5,5,5,3,5,4,5,4,4,5,4,5,4,3,0,0,2
2,1,54,1,2,192,2,4,4,4,2,2,2,2,4,5,3,4,4,2,0,0,1
2,1,56,1,1,2071,3,1,1,1,3,3,3,3,3,3,3,3,3,2,40,33,1
2,1,15,2,2,246,1,4,1,4,4,1,2,4,3,3,5,3,5,4,0,5,1
2,1,42,2,2,809,1,4,1,3,5,1,5,5,3,3,3,3,4,5,66,52,1
2,1,38,1,2,192,4,1,4,1,4,4,4,4,5,3,3,5,5,4,0,0,2
2,1,35,1,2,1076,4,2,2,2,4,4,4,4,3,5,2,1,5,4,0,0,2
1,1,21,1,1,829,5,5,5,5,4,4,4,4,5,5,2,2,2,4,0,0,2
1,1,29,2,2,581,1,5,1,3,1,1,1,1,4,5,5,5,4,1,0,0,1
2,1,35,1,1,604,3,3,3,3,4,4,5,5,5,5,5,5,5,4,0,0,2
1,1,33,1,1,78,5,5,4,5,1,3,4,5,5,5,5,2,5,5,0,0,2
2,1,53,1,1,2923,1,1,1,1,2,4,5,4,4,4,4,3,4,3,0,0,2
2,1,62,2,2,266,3,4,3,2,3,3,3,3,2,2,1,2,3,3,0,0,1
1,1,55,1,2,126,3,1,1,1,3,3,3,2,2,3,2,2,2,1,0,0,1
1,1,73,1,1,2047,2,3,3,3,2,3,4,4,4,4,2,3,4,2,3,12,1
2,2,17,1,2,429,1,4,1,3,2,1,2,2,1,4,3,4,3,2,23,18,2
2,1,53,1,1,366,2,2,2,2,3,5,4,4,4,4,4,5,4,4,0,0,2
1,1,47,1,1,3892,3,3,3,3,3,5,4,4,4,4,4,3,4,4,0,0,2
1,1,33,2,2,545,2,3,2,2,3,2,3,3,4,2,3,4,3,3,0,0,1
2,2,55,1,1,280,5,2,2,1,4,5,4,4,4,2,4,3,3,4,0,0,2
2,2,23,1,2,646,2,0,2,5,3,2,3,3,4,2,4,1,2,3,0,2,1
1,1,26,1,1,1894,2,2,2,2,4,4,4,4,5,4,5,3,4,4,0,0,1
1,2,37,1,1,581,3,2,2,4,4,2,3,4,4,5,4,3,5,4,3,0,2
2,1,67,2,2,577,4,2,4,2,1,4,1,1,2,1,2,4,2,1,0,0,1
1,2,42,1,2,236,3,0,3,5,1,3,1,1,3,3,4,2,3,1,0,0,1
1,1,53,1,1,2180,4,4,4,4,2,5,4,5,5,5,5,4,5,4,90,99,2
1,2,27,1,2,834,3,3,3,3,2,3,2,2,4,3,4,3,4,2,0,0,1
1,1,48,1,2,1014,3,1,1,1,3,4,4,3,3,3,3,2,3,4,25,31,1
2,2,18,1,1,1192,2,4,2,3,3,2,3,3,1,5,4,4,4,3,0,2,1
1,1,57,1,2,89,2,4,4,4,4,3,3,2,2,2,2,4,2,1,0,0,1
1,1,54,1,1,3455,4,4,4,4,2,1,2,5,5,5,5,2,5,5,0,0,2
1,1,20,2,2,544,3,4,5,2,5,5,5,5,4,2,1,4,1,5,0,0,1
1,2,26,1,1,164,3,0,3,4,4,3,2,4,5,2,4,4,5,4,0,0,1
1,1,56,1,1,813,4,2,4,4,2,4,4,5,5,4,5,5,5,5,81,70,2
1,2,29,1,1,139,5,5,5,4,5,5,5,5,5,4,4,5,4,5,0,0,2
2,1,60,1,2,101,4,2,5,5,4,4,4,4,3,3,3,3,1,4,23,23,2
2,1,49,1,1,1985,0,4,0,4,3,5,5,3,3,3,3,5,3,5,31,27,2
2,1,51,2,2,1120,2,4,2,4,2,5,5,5,5,4,4,5,3,5,90,134,1
1,2,32,1,2,391,2,5,2,1,4,2,4,4,3,4,4,5,3,4,82,79,1
1,1,32,2,2,1444,3,0,3,1,2,3,2,2,5,5,5,4,4,2,59,69,1
1,2,63,1,2,305,4,1,4,2,2,4,2,2,4,5,1,3,2,2,0,0,1
2,1,59,1,1,272,3,3,3,3,4,4,5,5,5,5,5,4,5,5,0,10,2
1,1,52,1,1,1733,1,1,1,1,3,3,5,5,5,5,5,4,5,4,22,17,2
2,1,54,1,1,293,5,5,5,5,2,5,4,4,4,5,4,4,4,3,20,21,2
2,1,9,2,2,888,1,4,1,3,2,1,5,2,2,1,4,2,3,2,13,0,1
1,2,32,1,1,401,4,4,4,2,4,4,4,4,3,2,4,4,4,4,12,4,1
2,1,51,1,1,370,5,5,5,5,4,4,5,4,4,4,4,5,4,5,0,0,2
2,1,52,1,1,3785,4,4,4,4,2,4,4,4,4,4,4,4,4,5,0,0,2
1,1,58,1,1,297,4,3,3,3,3,3,3,4,4,3,4,1,4,3,0,1,1
1,1,41,1,1,3705,1,1,1,1,2,4,4,4,4,4,4,5,4,4,0,0,2
1,1,26,2,2,1147,2,5,2,3,2,1,2,5,2,5,5,2,5,2,154,139,1
2,2,38,1,1,472,2,2,2,3,5,2,4,5,3,3,3,3,2,5,85,72,1
2,1,39,1,1,719,4,4,4,4,2,5,4,4,4,4,4,4,4,3,47,54,2
2,2,45,1,1,1440,3,3,3,3,5,3,5,5,4,3,4,5,4,5,0,0,1
2,1,19,1,2,539,3,1,1,1,3,3,1,3,3,5,3,3,3,3,12,14,1
1,1,58,1,1,1749,2,2,2,2,3,3,4,5,5,5,5,4,5,5,0,0,1
2,1,44,1,1,159,0,5,0,3,2,4,4,4,4,4,1,4,4,4,36,39,2
1,1,45,1,1,2454,2,2,2,2,5,5,5,4,5,5,4,5,3,5,39,46,2
2,2,20,1,2,829,3,3,3,3,4,3,4,4,3,1,3,1,4,4,46,16,1
1,1,22,1,1,331,0,0,0,2,3,3,3,3,4,4,3,5,2,3,0,0,2
1,1,47,1,1,197,2,5,4,4,1,2,3,1,1,1,2,2,1,1,0,0,1
2,1,47,1,1,3796,4,4,4,4,5,4,4,3,3,4,3,3,3,5,0,0,2
1,1,31,1,1,834,2,1,5,1,2,2,2,2,4,4,3,4,3,2,0,0,1
2,1,37,1,1,2094,1,1,1,1,5,4,4,5,5,5,5,4,5,4,0,0,2
1,1,37,1,1,140,5,5,5,5,4,4,5,4,4,5,5,3,4,5,6,0,2
2,1,37,2,2,134,3,3,3,4,5,3,5,5,3,2,4,5,4,5,0,0,1
2,2,40,1,2,843,4,4,4,3,3,4,3,3,1,4,4,1,3,3,0,0,2
2,1,49,1,1,3854,1,1,1,1,2,5,4,4,4,4,4,5,4,4,0,0,2
2,1,50,1,1,2725,4,4,4,4,3,5,5,4,4,4,4,3,4,4,0,2,2
2,1,64,1,1,322,2,3,3,3,5,3,4,2,2,2,2,3,2,4,0,0,1
2,1,60,1,1,674,1,1,1,1,4,4,5,2,2,2,2,4,2,4,0,14,2
2,1,48,1,3,1499,3,1,1,1,3,3,3,3,2,2,2,4,2,3,12,11,2
1,1,34,1,3,645,4,1,1,1,4,4,4,4,4,2,3,1,5,4,89,82,2
2,1,49,2,3,873,3,4,3,3,3,3,3,3,4,3,3,3,4,3,0,0,1
1,2,26,1,1,541,3,0,3,5,5,3,5,5,3,4,4,3,4,5,5,6,1
2,2,22,1,1,1045,5,4,5,5,5,5,5,5,4,3,5,5,5,5,17,9,2
2,1,39,2,2,630,1,2,1,4,3,1,5,3,3,5,4,3,3,3,2,1,1
2,1,52,2,2,89,3,4,3,5,1,3,3,1,1,2,3,1,5,1,16,13,1
2,1,41,1,1,3516,5,5,2,5,4,5,4,4,4,5,4,3,4,5,3,0,2
1,1,40,2,2,391,2,4,2,4,5,2,5,5,3,4,5,4,5,5,58,65,1
2,1,51,1,1,150,1,1,1,1,3,4,5,5,5,5,4,4,5,3,0,0,2
2,2,26,1,2,612,3,2,2,3,4,2,4,4,4,3,3,4,4,4,0,21,1
1,1,57,2,2,265,3,5,3,1,4,5,1,5,5,3,5,2,5,5,0,0,1
1,1,8,2,2,1188,2,2,2,3,2,2,2,2,1,1,3,2,4,2,0,0,2
1,1,56,1,1,446,5,5,2,5,2,4,4,2,2,2,2,3,2,5,0,0,2
1,2,26,1,2,116,1,0,1,4,3,1,2,3,4,4,4,2,4,3,0,0,1
2,1,47,1,3,345,1,1,1,1,1,1,1,1,2,5,4,1,4,1,6,10,1
1,1,61,1,2,1943,2,2,2,2,5,3,3,2,2,2,2,4,2,2,0,0,1
1,1,67,2,1,2077,5,4,4,2,3,5,5,3,3,4,3,3,3,3,0,0,2
1,2,40,1,1,458,3,3,3,1,3,3,3,3,5,5,4,4,5,3,0,0,1
1,1,59,1,2,1269,2,4,4,4,5,3,4,2,2,2,2,3,2,1,0,0,1
1,1,64,1,3,331,5,3,3,3,2,1,4,5,5,5,5,1,5,4,38,35,2
1,1,29,2,2,122,3,2,3,2,3,3,2,3,1,1,3,2,2,3,0,0,1
2,1,57,1,1,563,2,2,2,2,5,5,4,5,5,5,5,4,5,4,0,0,2
2,1,44,2,2,151,3,2,3,3,5,3,5,5,3,1,4,1,4,5,66,54,1
1,1,54,2,2,2434,3,4,2,2,2,4,4,4,3,4,4,4,3,4,2,5,1
1,1,67,2,2,1121,1,4,1,1,5,5,4,5,5,1,5,3,5,3,49,57,1
2,1,67,2,2,651,3,3,3,4,4,3,4,4,1,4,4,3,3,4,0,0,1
2,1,41,1,1,191,0,5,0,4,1,3,1,5,5,2,2,1,5,1,0,2,2
1,1,12,1,1,1035,2,5,5,5,2,2,2,2,2,5,3,4,3,2,0,0,1
1,1,45,1,1,2966,4,1,1,1,5,4,4,4,4,4,4,1,4,2,29,33,1
2,1,38,1,1,100,5,5,5,5,2,2,4,4,4,4,4,4,4,4,0,0,1
1,1,37,1,1,3793,2,5,5,5,2,3,3,2,2,2,2,3,2,4,111,112,1
2,1,59,1,1,3820,3,3,3,3,2,2,4,4,4,4,5,1,4,5,0,0,2
1,1,48,1,1,678,2,2,2,2,5,4,4,5,5,4,5,3,5,5,0,0,2
2,1,30,1,1,1880,4,2,2,2,4,4,4,4,3,2,2,1,3,4,1,11,1
1,1,32,2,2,369,5,4,5,2,3,5,3,3,5,3,1,2,3,3,0,0,2
1,1,58,1,1,2278,5,5,5,5,5,5,4,5,5,4,5,4,5,4,0,0,1
1,1,22,2,2,2475,1,4,0,3,4,0,4,4,4,2,4,1,3,4,0,0,1
2,1,19,1,1,3515,2,4,2,2,4,4,4,4,4,3,1,4,1,4,0,0,2
2,1,43,2,2,671,2,5,2,3,5,2,5,5,2,4,5,1,4,5,0,0,1
1,2,62,1,1,364,2,2,2,4,5,2,3,5,4,2,4,2,4,5,1,4,1
2,2,26,1,1,214,0,5,0,4,4,0,2,4,4,2,4,5,5,4,0,0,2
1,1,32,1,1,862,3,3,3,3,3,3,3,3,4,2,4,4,4,3,0,20,1
1,1,64,2,3,594,2,4,2,4,5,3,4,2,2,2,2,4,2,4,0,0,1
2,1,12,2,2,507,1,4,1,2,3,1,4,3,4,3,4,5,4,3,0,0,1
2,1,50,1,3,1105,4,4,4,4,4,4,4,4,5,2,5,3,5,4,0,3,2
1,1,45,1,1,1684,3,3,3,3,5,5,4,4,4,4,4,4,4,4,0,0,2
2,1,43,1,1,2447,3,3,3,3,3,3,5,3,3,3,3,4,3,3,31,5,1
2,1,23,2,2,500,4,4,4,2,3,4,3,3,5,4,4,3,5,3,0,0,2
1,2,19,1,2,1188,4,4,4,3,3,4,3,3,3,3,4,4,4,3,0,0,2
1,1,56,1,1,1851,5,5,5,5,2,3,5,4,4,4,4,3,4,4,0,0,2
2,1,7,2,2,1036,1,5,2,3,1,2,1,1,5,2,5,5,4,1,0,0,1
