Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
1,1,59,2,2,328,4,3,4,3,1,3,2,3,3,4,3,1,3,2,7,0,1
1,1,66,2,2,214,1,0,1,4,5,5,5,5,5,1,3,5,5,5,0,0,1
1,1,62,1,3,738,3,3,4,3,1,2,3,3,3,3,3,3,3,2,25,17,1
2,1,54,2,2,1797,1,4,1,5,5,1,5,5,5,4,4,5,5,5,11,38,2
1,1,19,1,2,406,1,5,5,5,1,1,3,1,4,5,3,3,4,1,74,79,2
1,2,40,1,1,251,1,0,0,2,3,0,3,3,2,1,5,4,1,3,0,0,1
2,1,57,1,1,89,2,4,4,4,4,3,4,1,1,1,2,4,1,4,0,19,1
2,2,41,1,1,591,3,3,3,3,1,3,3,1,3,2,4,5,5,1,0,0,2
2,1,53,1,1,3315,3,3,4,3,2,5,5,3,3,4,3,5,3,3,0,0,2
1,1,56,1,1,3033,1,1,1,1,3,4,4,2,2,2,2,5,2,5,0,0,2
1,2,36,1,1,407,2,2,2,1,5,2,4,5,3,3,4,5,4,5,8,25,2
1,1,60,2,2,407,1,4,1,4,2,3,3,2,2,1,5,1,2,4,0,0,1
1,1,45,1,1,3784,2,2,2,2,5,4,5,5,5,5,5,4,5,5,0,0,2
2,2,66,1,1,359,1,1,1,3,5,1,4,5,4,2,3,1,3,5,39,30,1
1,1,55,1,1,190,4,4,4,4,3,1,1,3,3,4,5,3,3,2,120,115,1
2,1,37,1,2,345,2,5,5,5,2,2,2,2,4,5,4,1,3,2,39,26,1
2,2,30,1,2,563,1,1,1,3,3,1,1,3,2,4,3,1,3,3,0,2,1
2,1,30,1,1,852,2,2,2,2,3,4,3,3,4,2,5,5,5,3,0,0,2
2,1,38,1,1,1440,4,1,4,4,4,4,4,4,4,5,4,3,4,4,0,0,2
1,1,19,1,1,2496,2,4,4,4,2,2,2,2,3,1,3,2,4,2,0,0,1
1,1,50,1,2,1162,2,4,4,4,1,3,4,2,2,2,2,3,2,4,0,1,2
1,1,32,2,2,488,2,3,2,4,1,2,1,1,3,4,4,1,3,1,0,0,1
2,1,47,1,1,1182,2,2,2,2,4,5,4,5,5,5,5,4,5,4,0,0,2
2,1,44,1,1,1809,4,4,4,4,4,5,5,2,2,2,2,4,2,4,0,0,2
2,1,58,2,3,1986,3,4,3,1,1,3,1,1,5,1,4,3,2,1,0,0,1
1,2,24,1,2,867,3,3,3,1,5,3,5,5,4,1,4,1,5,5,0,0,1
2,2,20,1,2,502,0,4,0,1,2,0,4,2,5,4,5,3,5,2,0,0,2
1,2,23,1,2,788,1,1,1,3,1,1,1,1,2,4,1,1,5,1,0,0,1
1,1,24,1,1,2706,4,5,5,5,4,3,4,4,3,1,3,3,4,4,0,0,1
2,1,56,1,1,1970,2,2,2,2,3,5,5,4,4,4,4,3,4,3,0,0,2
1,1,47,1,1,3721,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0,2
2,1,42,1,1,1671,5,5,3,5,4,3,4,5,5,5,5,3,5,5,7,0,1
2,2,27,1,1,550,5,5,5,4,5,3,4,3,4,4,4,4,5,4,145,132,2
2,1,40,2,3,588,2,5,2,2,2,2,2,2,4,5,4,4,5,2,0,0,1
1,1,53,2,2,1262,2,5,2,3,4,5,5,1,1,2,1,4,1,4,0,0,1
2,1,54,1,1,413,4,4,1,4,3,5,4,4,4,4,4,4,4,4,39,26,2
2,1,61,1,1,370,4,4,4,4,5,4,1,5,5,5,5,3,5,2,70,68,2
2,2,23,1,2,822,2,3,3,5,2,3,5,2,3,5,2,5,5,5,0,0,2
1,1,48,2,2,2153,3,1,4,4,5,4,4,5,5,4,5,4,5,2,0,0,1
1,1,51,1,2,589,4,2,2,2,2,3,4,4,4,4,4,4,4,5,0,0,2
1,1,16,1,1,583,2,5,3,3,2,2,2,2,4,5,3,4,4,2,0,0,1
1,1,58,1,1,188,1,1,1,1,3,1,5,5,5,5,5,3,5,4,0,0,2
2,1,37,1,1,3414,1,1,1,1,4,3,5,5,5,5,5,1,5,1,0,2,2
1,1,55,1,1,770,1,1,1,1,2,4,5,5,5,5,5,3,5,3,34,40,1
1,1,57,1,2,101,5,4,4,4,4,2,3,5,5,5,5,4,5,3,0,0,2
2,1,23,1,1,1944,1,1,1,1,1,1,1,1,4,5,4,2,4,1,27,28,1
1,2,27,1,1,386,4,4,4,5,5,4,1,5,3,5,5,4,4,5,2,0,1
1,2,37,1,2,301,3,3,3,2,3,2,2,4,5,4,5,2,1,2,220,219,1
2,1,38,2,2,577,3,5,4,3,4,4,3,4,5,5,4,5,4,4,40,66,1
1,2,24,1,2,1171,4,4,4,2,1,4,1,1,3,2,5,5,4,1,23,0,2
1,1,47,1,1,952,4,1,1,1,4,4,3,4,4,4,4,4,4,3,4,26,1
1,1,69,1,1,67,2,2,2,2,1,3,3,3,3,3,2,1,3,4,7,8,1
2,1,32,2,2,577,4,5,4,4,5,4,5,5,5,2,4,3,5,5,0,0,1
1,1,22,1,1,675,2,1,2,2,4,4,4,4,3,5,4,4,4,4,0,0,2
1,1,24,2,2,588,4,5,4,4,4,4,4,4,4,4,5,5,5,4,0,0,1
2,1,22,1,1,1983,2,5,5,5,2,2,2,2,1,4,4,3,4,2,1,11,2
2,1,39,2,2,1471,4,4,4,2,2,4,2,2,5,3,5,3,5,2,22,11,1
2,1,39,1,1,1235,2,5,2,2,4,5,4,5,5,5,5,5,5,5,5,4,2
1,1,55,1,1,1911,2,1,2,2,3,4,4,5,5,5,5,4,5,5,38,36,2
2,1,33,1,1,1416,3,3,3,3,2,2,2,2,4,2,2,5,1,2,35,38,2
1,1,34,2,3,255,3,5,3,3,2,3,2,2,3,2,4,4,5,2,0,0,1
2,1,38,1,1,3164,3,3,3,3,5,4,5,5,5,5,5,3,5,3,0,0,2
1,1,28,1,1,3449,1,1,1,1,5,5,5,5,5,3,4,3,4,5,0,0,2
1,1,31,1,1,3326,5,5,5,5,5,5,5,5,1,5,1,2,5,5,0,0,1
2,2,40,1,1,2586,2,2,2,3,5,2,5,5,4,5,4,3,4,5,0,0,2
2,1,9,2,3,386,3,5,3,2,5,3,4,5,4,2,5,5,5,5,6,11,1
1,2,30,1,2,759,2,2,2,4,3,2,3,3,3,5,4,4,3,3,15,10,2
2,2,10,1,2,792,1,1,1,3,4,1,4,4,1,4,3,2,4,4,14,29,2
2,1,42,1,1,2895,5,5,4,5,5,5,5,4,4,4,4,3,4,3,0,0,1
1,1,35,1,1,2420,4,4,4,4,1,2,3,4,4,4,4,3,4,1,0,16,1
1,1,57,2,2,907,1,4,1,2,3,5,5,2,2,1,5,3,2,3,0,0,1
1,2,37,1,1,223,5,5,5,3,1,5,1,1,5,4,5,5,5,1,0,0,2
1,1,57,1,1,272,0,0,0,4,5,5,5,4,4,4,4,4,4,3,0,0,2
1,1,41,2,3,795,1,5,1,1,4,5,5,3,3,1,3,5,3,4,12,2,1
1,1,30,1,1,3560,5,5,5,5,4,4,4,4,4,5,4,5,5,4,0,0,1
2,1,17,2,2,1440,2,4,2,4,2,2,2,2,3,2,5,5,4,2,11,0,1
2,1,54,1,1,448,2,2,2,2,3,4,5,4,4,4,4,5,4,5,11,11,2
1,2,58,1,1,396,4,4,4,4,5,4,5,5,2,4,4,1,3,5,0,0,2
1,1,38,1,2,412,4,2,2,2,4,4,4,4,1,1,3,3,3,4,12,0,1
2,1,43,1,1,315,2,2,2,2,3,4,4,4,4,5,4,4,4,5,0,0,2
1,1,53,1,1,3522,3,3,3,3,2,5,3,4,4,4,4,5,4,2,0,0,2
1,2,25,1,1,1066,5,5,5,1,2,5,4,2,3,4,4,5,5,2,27,14,1
1,1,56,1,1,2028,5,5,5,5,2,4,4,3,3,4,3,5,3,3,37,16,2
2,1,35,2,2,282,3,3,3,3,2,3,2,2,5,1,1,3,5,2,62,74,1
2,1,23,1,1,1949,1,1,1,1,4,4,4,4,5,2,5,3,4,4,0,0,2
2,2,8,1,2,862,3,3,3,4,5,3,5,5,2,3,3,1,4,5,29,20,2
2,1,42,1,1,2454,4,3,4,4,3,5,4,4,4,4,4,4,4,3,0,0,2
2,1,57,2,2,588,2,2,2,3,3,2,3,3,4,2,3,3,3,3,0,0,1
1,1,42,1,2,495,4,4,4,4,5,4,3,4,4,4,4,2,4,5,2,22,1
1,1,65,1,2,646,1,2,2,2,3,4,4,1,1,1,1,1,1,2,0,12,1
1,1,62,2,3,761,3,5,3,2,5,5,5,2,2,3,2,4,2,4,0,9,1
1,1,41,1,1,323,0,0,0,1,4,4,5,5,5,5,5,3,5,4,40,30,2
2,2,13,1,2,759,5,5,5,4,2,5,2,2,1,4,1,5,2,2,0,0,2
2,1,34,2,2,362,3,5,4,3,5,4,5,5,3,4,5,5,4,5,0,0,1
2,1,61,2,3,402,4,5,5,5,3,5,4,3,3,3,4,3,4,3,0,0,2
1,1,52,2,2,1747,4,1,4,4,3,4,3,2,2,4,2,4,2,3,24,17,1
2,1,29,2,2,621,3,4,3,1,4,3,4,4,1,1,3,2,3,4,0,0,1
1,1,60,1,1,3796,1,4,3,4,5,2,3,1,1,2,1,4,1,2,0,0,1
1,1,14,2,2,116,3,4,3,2,4,3,4,4,3,5,2,4,1,4,0,0,1
2,1,48,2,1,216,1,2,1,3,2,3,3,4,4,1,4,4,4,3,2,5,1
2,1,48,1,1,2449,0,0,0,2,4,4,5,5,5,5,5,3,5,3,2,5,2
2,1,37,1,1,2935,5,5,5,5,4,5,3,5,5,5,5,5,5,1,0,0,2
1,1,33,1,2,248,2,5,3,5,2,2,2,2,1,3,2,3,2,2,24,16,1
2,1,64,1,2,281,5,1,1,1,4,5,4,4,4,2,1,2,1,4,0,0,2
2,1,31,1,1,546,1,1,1,1,3,3,3,3,3,4,4,3,4,3,20,22,2
1,1,55,1,1,2615,4,4,4,4,2,3,5,5,5,5,5,4,5,3,4,0,2
2,1,51,2,2,744,2,4,2,3,2,2,2,2,1,2,5,3,5,2,0,0,1
2,2,38,1,2,409,3,4,3,3,2,3,3,2,1,1,3,4,3,2,3,0,1
2,1,41,1,3,1041,1,2,4,2,1,1,1,1,4,4,4,2,3,1,74,62,1
1,1,32,1,1,862,2,2,2,2,5,5,5,5,1,5,4,4,3,5,0,0,2
2,1,58,2,2,163,1,4,0,4,2,0,2,2,3,3,4,2,4,2,2,7,1
2,1,67,2,1,1129,4,5,4,2,4,4,4,4,4,4,5,5,4,4,0,0,1
1,1,46,1,1,2283,5,5,5,5,4,5,5,4,4,4,4,3,4,3,0,0,2
1,2,27,1,1,290,2,2,2,3,4,2,5,4,2,5,2,4,3,4,0,0,1
1,1,47,1,2,526,5,3,3,3,3,4,1,5,5,5,5,5,5,4,1,14,2
2,2,31,1,2,1011,3,3,3,3,4,3,4,4,2,2,4,4,3,4,0,3,2
1,2,25,1,2,689,3,3,3,4,5,3,2,5,1,5,4,4,3,5,0,0,1
2,1,28,2,2,228,1,4,1,5,2,1,2,2,4,2,5,4,4,2,0,0,1
1,1,15,2,3,296,2,4,2,4,1,2,1,1,5,3,5,4,5,1,16,11,1
1,1,46,1,1,3100,4,4,4,4,4,5,1,4,4,4,4,5,4,5,1,2,2
1,1,56,1,2,1005,2,4,4,4,1,3,3,2,2,2,2,3,2,4,103,102,1
2,1,37,2,2,595,3,3,3,5,5,3,5,5,5,3,4,3,3,5,0,0,2
2,1,39,1,1,421,5,5,4,5,4,1,1,4,4,4,4,1,4,4,26,23,2
1,2,20,1,1,1145,4,4,4,2,2,4,5,2,3,3,5,3,5,2,0,0,2
1,1,54,2,2,697,1,5,1,2,4,1,2,3,3,1,3,5,3,5,0,0,1
1,1,66,2,2,920,4,5,4,1,5,5,5,2,2,4,2,5,2,4,0,0,1
1,1,41,1,1,737,2,2,2,2,1,2,2,5,5,5,5,2,5,2,0,0,1
2,1,36,1,1,3024,3,2,2,2,1,4,4,3,3,2,3,4,3,3,48,38,1
1,1,42,1,2,862,2,3,3,3,5,4,4,2,2,2,2,3,2,4,66,59,1
2,1,41,2,2,704,2,5,2,1,4,2,4,4,4,3,4,3,4,4,2,0,1
2,1,39,2,2,985,4,5,4,2,5,4,2,5,5,3,5,3,4,5,0,0,1
2,1,36,1,1,3088,5,5,5,5,5,4,4,5,5,5,5,5,5,4,0,0,2
1,1,65,2,2,1076,4,5,4,5,2,5,5,2,2,4,4,5,2,3,0,0,1
1,1,48,1,1,2269,1,3,3,3,4,3,3,1,1,1,1,4,1,4,50,46,2
1,1,46,2,2,595,2,5,2,3,2,5,5,4,4,2,4,1,4,2,4,0,1
2,2,36,1,2,835,1,1,1,4,5,1,5,5,4,1,5,1,5,5,0,0,1
2,1,23,1,1,1032,4,4,4,4,5,4,5,5,2,2,4,4,5,5,0,0,2
2,1,57,1,1,2002,4,4,4,4,3,4,5,5,5,5,5,5,5,4,0,0,2
2,1,23,1,1,1565,1,3,3,3,1,1,1,1,3,3,4,4,3,1,21,28,1
2,1,22,2,2,562,4,1,4,2,3,4,3,3,3,1,2,1,3,3,0,0,2
2,1,64,1,1,3407,2,4,2,2,2,5,4,5,5,5,5,3,5,4,0,0,1
2,1,43,1,2,954,5,2,2,2,5,5,5,5,5,1,4,1,4,5,0,0,1
1,1,35,1,1,396,2,5,5,5,5,4,4,2,2,3,2,2,2,1,5,5,1
1,1,48,1,2,429,4,2,2,2,5,5,3,4,4,4,4,1,4,5,42,42,2
2,2,36,1,2,156,3,0,3,4,1,3,1,1,1,3,3,4,5,1,0,0,1
2,1,45,1,1,3492,0,0,0,3,5,4,5,4,4,4,4,3,4,5,0,0,2
1,2,25,1,1,1379,3,0,3,2,2,3,2,2,3,2,5,3,4,2,13,16,2
2,1,58,1,1,2611,3,3,3,3,3,3,3,4,4,3,3,3,2,3,0,22,1
2,1,39,1,1,1009,1,1,1,1,2,4,5,5,5,5,5,3,5,5,0,0,2
2,1,66,2,2,989,3,4,3,2,1,3,1,1,5,3,4,3,4,1,48,29,1
1,1,7,2,2,216,3,3,0,4,2,0,1,2,1,2,3,1,3,2,0,0,1
2,1,64,2,3,793,1,5,1,1,4,1,4,4,5,2,5,3,5,4,0,0,1
1,2,21,1,1,139,5,0,5,1,5,5,5,5,5,2,5,5,4,5,5,22,2
1,1,33,1,1,2926,3,5,3,3,1,4,3,3,3,3,3,2,3,3,0,0,2
1,1,34,2,2,929,3,4,3,1,2,3,2,2,3,5,5,5,4,2,0,18,1
1,1,59,1,2,434,4,1,4,4,1,2,4,4,4,4,4,1,4,5,0,1,2
2,1,47,1,1,1797,1,1,1,1,4,4,4,2,2,2,2,3,2,4,0,4,2
1,2,64,1,1,364,5,5,5,3,2,5,2,2,3,5,5,4,4,2,0,0,2
1,1,12,2,2,463,3,4,3,4,2,3,2,2,4,5,5,5,5,2,0,3,2
2,1,41,1,1,528,3,1,3,3,4,3,2,3,3,3,3,4,3,3,0,0,1
2,1,43,1,1,3334,1,3,3,3,4,4,3,1,1,1,1,4,1,1,37,30,2
2,1,28,1,1,3680,5,5,5,5,5,5,5,5,4,5,1,4,3,5,0,17,1
1,1,35,1,1,631,4,4,4,4,3,5,4,5,5,5,5,5,5,4,82,77,1
2,1,51,1,1,1529,1,1,1,1,4,5,5,4,4,4,4,5,4,5,0,0,1
2,2,26,1,1,362,4,0,4,2,2,4,2,2,4,2,5,3,4,2,2,0,1
2,1,27,1,1,529,2,2,2,2,2,1,2,2,4,4,3,1,3,2,0,0,2
1,1,56,1,1,759,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,0,1
1,2,35,1,1,861,4,4,4,3,5,4,5,5,5,4,4,3,5,5,128,118,1
1,1,18,2,2,507,1,1,2,3,3,2,3,3,2,1,3,4,4,3,27,32,1
2,1,55,2,3,280,1,4,1,2,2,1,2,2,5,2,5,5,4,2,73,81,1
2,2,21,1,2,641,3,3,3,3,1,3,1,1,2,4,4,1,4,1,0,0,1
1,1,55,2,2,1107,4,1,4,3,3,2,3,1,1,4,1,3,1,2,0,0,1
2,1,10,2,2,1072,3,4,3,2,1,3,1,1,5,4,5,3,5,1,18,0,1
1,1,47,2,2,1061,2,4,2,2,5,5,5,5,5,2,1,5,5,4,0,12,1
1,2,22,1,1,140,5,2,5,5,2,5,2,2,4,3,5,5,4,2,2,0,2
2,1,22,1,1,3011,3,3,3,3,3,3,3,3,2,3,2,2,3,3,1,0,1
1,1,52,1,1,2527,4,4,4,4,4,4,4,5,4,5,4,4,5,4,0,0,2
2,2,22,1,2,649,3,1,3,3,2,3,5,2,3,4,3,1,4,2,0,0,1
1,2,34,1,2,1012,2,2,2,5,3,2,3,3,1,2,1,2,4,3,1,0,2
2,1,45,1,1,1007,4,4,4,4,5,4,4,5,5,5,5,5,5,5,0,0,2
1,2,25,1,1,255,1,0,1,3,1,3,3,5,5,5,4,3,4,3,198,185,1
1,1,21,2,2,628,1,4,0,4,4,0,4,4,2,5,1,5,1,4,13,0,1
1,2,8,1,2,632,1,1,2,3,2,2,1,2,4,2,4,4,3,2,5,0,1
2,1,10,2,2,1189,0,5,0,2,1,0,5,1,3,4,5,3,5,1,7,0,1
2,1,14,2,3,733,4,1,4,1,4,4,4,4,1,2,1,1,2,4,23,26,2
2,1,27,1,1,1721,3,3,3,3,4,4,4,4,5,2,4,1,1,4,0,0,2
2,1,72,1,2,447,5,1,1,1,5,5,5,5,5,4,4,4,4,5,0,0,1
2,1,9,2,3,710,4,5,5,2,5,5,5,5,4,3,5,4,4,5,17,11,1
1,2,23,1,1,759,5,0,5,4,4,5,4,4,5,3,5,5,4,4,0,0,2
2,1,16,1,2,1546,3,3,3,3,3,3,2,3,2,1,3,3,4,3,17,7,1
1,1,33,1,1,3271,2,5,5,5,5,3,3,2,2,2,2,1,2,1,0,0,1
2,1,41,1,1,1874,2,1,1,1,1,2,3,2,2,2,2,1,2,3,84,69,1
2,2,36,1,1,1092,2,2,2,1,1,2,1,1,5,4,5,3,4,1,0,0,1
1,1,46,1,1,1737,5,5,5,5,3,4,4,5,5,5,5,4,5,4,0,0,1
1,1,44,1,1,1037,2,2,2,2,4,1,5,4,4,5,4,5,4,3,0,0,2
1,2,21,1,2,822,3,3,3,3,4,3,2,4,2,2,4,2,3,4,0,0,2
2,1,54,2,2,192,1,5,1,1,5,1,5,5,2,4,1,3,1,5,115,109,1
2,1,48,1,1,2393,1,1,1,1,2,1,5,4,4,4,4,2,4,5,0,0,1
2,1,59,1,1,447,1,1,1,1,5,5,4,5,5,5,5,4,5,5,0,5,2
2,1,43,1,1,1910,1,1,1,1,5,4,5,2,2,2,2,5,2,3,8,0,2
2,1,56,1,2,597,3,1,2,1,3,3,3,3,3,4,4,1,3,3,113,111,2
2,2,23,1,1,169,1,2,1,3,2,1,2,2,1,2,4,1,4,2,1,0,1
1,2,23,1,2,954,5,5,5,1,5,5,5,5,5,4,5,3,4,5,77,102,2
1,1,35,1,1,3155,1,4,1,4,1,4,4,1,1,1,1,1,1,3,0,0,1
2,1,49,1,1,1820,3,3,3,3,3,4,5,3,3,4,3,3,3,5,0,2,2
1,2,23,1,2,280,4,0,4,5,2,4,2,2,4,4,4,3,1,2,0,0,1
1,1,12,2,2,134,3,2,0,3,1,0,4,1,1,5,3,2,4,1,0,0,1
1,1,25,2,2,731,1,4,1,3,2,1,2,2,4,3,4,1,4,2,20,10,2
2,1,39,1,1,1737,2,2,2,2,4,3,4,4,4,4,4,4,4,4,0,0,2
1,1,16,2,3,731,0,1,0,2,2,0,2,2,3,3,2,4,3,2,0,0,2
1,2,16,1,2,160,2,0,2,4,4,2,4,4,4,1,5,2,1,4,0,0,2
1,1,53,2,2,488,3,4,3,3,2,4,4,1,1,3,1,1,1,1,0,0,1
2,1,37,2,2,326,1,3,1,4,5,1,5,5,4,4,3,4,4,5,30,26,1
1,2,39,1,1,239,5,5,5,4,5,5,5,5,5,2,5,4,4,5,0,45,2
1,2,39,1,1,1120,2,2,2,3,1,2,1,1,4,4,5,5,5,1,0,0,1
2,2,39,1,2,196,3,2,3,3,2,3,2,2,3,5,3,3,3,2,42,31,1
1,1,48,1,2,611,2,1,1,1,3,3,2,2,2,2,2,2,2,4,0,0,1
2,1,60,1,1,728,3,3,3,3,2,4,4,4,4,4,4,4,4,4,11,7,2
2,1,25,2,2,809,3,3,3,3,3,3,3,3,1,2,3,1,3,3,63,70,1
2,1,52,1,2,1091,5,5,5,5,5,5,5,5,5,3,2,3,1,5,0,0,2
2,2,62,1,2,386,3,2,3,3,2,3,2,2,4,2,4,2,3,2,1,0,1
1,1,58,2,2,602,2,3,1,5,5,3,3,1,1,1,1,1,1,3,0,0,1
2,2,24,1,2,463,4,5,4,1,4,4,4,4,5,1,5,5,3,4,5,0,2
2,1,58,1,1,594,1,1,1,1,5,4,5,4,4,4,4,5,4,4,42,35,2
1,1,23,2,2,955,2,3,2,3,2,2,2,2,1,3,3,4,4,2,4,0,2
1,1,28,1,2,1069,0,0,0,5,2,0,2,2,5,5,1,3,3,2,2,4,2
2,1,16,2,2,711,1,5,1,1,2,1,2,2,5,4,1,3,2,2,91,79,2
1,2,26,1,1,1013,5,5,5,5,1,5,1,1,5,3,4,3,5,1,0,0,2
1,1,58,2,2,677,2,3,2,4,4,4,3,1,1,2,1,2,1,1,17,0,1
1,1,59,2,2,1096,3,3,3,3,4,3,3,5,5,3,5,3,5,1,3,0,1
2,1,58,2,2,356,3,4,3,2,5,3,1,5,3,5,5,3,5,5,0,0,1
2,1,21,2,1,405,3,5,3,4,3,3,1,3,3,3,4,4,4,3,0,0,1
1,1,69,2,2,101,1,5,1,2,3,5,5,2,2,1,2,3,2,3,12,17,1
1,1,52,1,1,1975,0,0,0,4,5,5,4,1,1,1,1,4,1,3,0,0,2
1,1,35,2,2,1542,1,4,1,5,5,1,1,5,3,2,5,4,4,5,0,0,1
2,1,29,1,1,2402,5,5,5,5,4,4,4,5,2,5,5,4,4,4,154,204,2
2,2,39,1,1,221,4,4,4,3,4,4,4,4,2,2,4,2,4,4,0,0,2
2,1,50,2,2,319,3,3,3,1,1,3,1,1,3,2,3,4,5,1,16,22,1
1,1,51,1,1,204,4,4,4,4,2,5,5,5,5,5,5,5,5,5,1,8,2
1,1,10,2,2,483,1,0,1,2,3,1,5,3,4,5,5,5,4,3,24,2,1
2,1,42,1,2,867,2,1,1,1,2,2,2,2,4,5,2,2,1,2,1,35,1
1,1,58,1,1,515,5,5,5,5,4,4,5,4,4,4,4,4,4,5,53,43,1
2,1,49,2,2,432,1,4,1,1,5,1,5,5,3,2,4,5,4,5,6,0,1
2,1,39,1,2,238,4,3,3,3,4,4,4,4,3,2,3,5,2,4,0,0,2
1,1,47,1,1,2454,2,2,2,2,4,4,4,5,5,5,4,4,4,4,0,0,1
1,1,40,1,2,919,2,1,1,1,2,3,2,2,2,2,3,4,3,2,0,0,1
2,1,23,2,2,737,3,4,3,3,3,3,3,3,4,5,2,4,4,3,1,0,1
2,1,37,1,1,2483,2,2,2,2,2,3,4,2,2,1,2,3,2,2,0,1,1
2,1,43,1,1,2560,4,4,4,4,5,5,4,5,5,5,5,5,5,3,0,0,2
1,2,25,1,2,123,2,0,2,5,1,2,1,1,1,1,2,2,4,1,2,1,1
2,1,43,1,1,3849,5,5,5,5,4,4,4,5,5,5,5,4,5,3,0,0,1
1,1,59,1,2,589,3,4,4,4,4,2,1,3,3,3,3,4,3,2,44,26,1
1,1,45,1,1,1946,3,3,4,3,4,5,4,4,4,4,4,3,4,4,0,0,2
1,1,30,1,1,2835,5,5,5,5,4,4,4,4,3,3,4,5,1,4,0,0,2
2,1,51,1,1,637,4,4,2,4,2,3,1,3,3,4,3,3,3,4,0,0,2
2,2,14,1,2,1310,1,1,1,3,4,1,1,4,1,1,3,2,3,4,11,9,1
1,1,51,1,1,229,2,1,1,1,5,3,3,2,2,2,2,3,2,4,12,4,1
2,1,31,1,2,483,5,4,4,4,5,5,5,2,2,1,4,5,3,5,126,139,2
2,1,10,2,2,248,2,5,0,1,2,0,5,2,3,3,5,3,5,2,69,71,1
1,1,57,1,2,747,4,2,2,2,5,3,3,4,4,4,4,3,4,3,0,0,1
2,1,48,1,2,472,5,3,3,3,5,5,5,5,1,4,4,5,3,5,0,0,2
1,1,38,1,1,1620,1,1,1,1,2,3,5,5,5,5,5,3,5,4,7,3,2
2,2,29,1,2,1249,1,1,1,5,5,1,5,5,1,5,5,2,2,5,0,0,1
2,1,42,1,1,507,5,5,5,5,5,4,5,2,2,2,2,3,2,5,0,0,2
1,1,52,1,1,2142,0,0,0,4,5,5,4,2,2,2,2,5,2,3,15,8,1
2,1,17,1,1,184,1,5,5,5,3,3,1,3,2,2,3,3,4,3,15,0,1
2,1,49,1,1,2704,1,1,4,1,5,4,5,4,4,4,4,3,4,3,69,48,2
1,1,52,2,2,1192,5,5,5,2,2,4,4,5,5,5,5,1,5,5,9,0,2
1,1,9,2,2,296,3,5,3,2,3,5,5,3,2,4,4,5,5,5,142,147,1
1,1,29,1,1,1717,4,4,3,4,4,3,4,4,1,3,3,4,4,4,7,8,1
1,1,41,1,1,2446,4,5,4,4,4,3,4,4,4,4,4,3,4,5,18,0,2
1,1,42,1,1,370,3,3,3,3,4,5,4,4,4,4,4,4,4,5,24,22,1
2,1,51,1,1,550,4,4,4,4,3,2,2,4,4,4,4,1,4,5,29,20,2
2,1,62,2,2,872,2,3,2,2,4,2,4,4,4,5,2,1,3,4,0,0,1
2,1,42,1,1,3784,4,4,4,4,4,4,4,4,2,4,5,4,3,4,0,0,1
2,2,27,1,1,223,3,3,3,4,5,3,5,5,4,5,3,3,4,5,12,9,1
2,2,20,1,1,184,0,0,0,4,3,0,3,3,3,3,4,5,5,3,0,0,2
1,1,9,2,1,451,3,4,3,3,2,3,2,2,5,5,4,5,4,2,0,0,1
1,1,46,1,1,2401,1,1,1,1,3,4,5,4,4,4,4,3,4,4,0,0,1
2,2,36,1,2,859,2,2,2,2,1,2,5,1,2,2,5,5,3,1,0,0,1
2,1,37,2,2,972,1,1,1,3,5,1,5,5,4,1,4,4,4,5,20,11,1
1,1,30,2,3,1290,3,4,3,4,4,3,4,4,4,4,3,4,5,4,13,4,1
2,1,39,1,1,1652,1,1,1,1,2,3,4,3,3,3,3,3,3,5,3,0,2
1,1,9,2,3,996,2,5,2,3,1,2,1,1,3,2,4,5,4,1,13,9,1
2,1,40,1,1,3695,1,1,1,1,4,3,1,5,5,5,5,2,5,5,0,0,2
1,1,26,1,1,2288,3,3,3,3,2,2,2,4,3,5,2,2,3,2,1,23,2
2,2,34,1,1,684,1,1,1,2,5,1,5,5,3,5,4,5,4,5,0,0,1
1,1,40,1,3,647,4,1,1,1,4,4,4,4,5,1,2,3,1,4,0,0,2
1,1,25,1,1,650,2,2,4,2,5,5,5,5,3,3,4,4,4,5,0,1,2
2,1,53,1,1,2210,1,1,1,1,4,5,4,4,4,4,4,3,4,5,0,0,2
1,1,22,1,1,820,1,1,1,1,5,5,5,5,4,3,1,4,3,5,0,0,2
2,1,41,2,2,337,2,5,2,1,2,2,5,2,5,5,4,4,4,2,4,0,2
2,2,19,1,1,377,4,4,4,3,3,4,5,3,3,5,5,4,5,3,37,42,2
1,2,29,1,2,515,3,2,3,4,5,3,5,5,4,3,3,1,3,5,13,14,1
2,1,11,2,2,1050,3,5,3,1,3,3,3,3,5,5,5,4,4,3,17,16,1
2,2,29,1,1,946,3,3,3,2,4,3,4,4,5,5,5,4,5,4,29,12,1
2,1,62,1,1,3724,2,2,2,2,3,5,5,5,5,5,5,5,5,4,0,0,1
2,1,41,1,2,261,5,4,4,4,5,5,5,5,1,1,5,5,4,5,0,0,2
